city,state,place_name,category,mood,available_time_min,distance_km,visit_duration_min,preference_match,is_open,time_fit,distance_fit,suitability
Varanasi,Uttar Pradesh,Kashi Vishwanath Temple,religious,explore,300,19.3,105,0.38,1,1,1,1
Udaipur,Rajasthan,Saheliyon-ki-Bari,garden,culture,300,2.08,85,0.212,1,1,1,1
Mysuru,Karnataka,Mysore Palace,historic,nature,60,1.75,145,0.345,1,0,1,0
Mysuru,Karnataka,Mysuru Zoo,nature,relax,30,2.53,195,0.336,1,0,1,0
Srinagar,Jammu and Kashmir,Dal Lake,lake,food,30,0.87,105,0.068,1,0,1,0
Srinagar,Jammu and Kashmir,Dal Lake,lake,nature,120,8.0,110,0.845,1,1,1,1
Delhi,Delhi,India Gate,monument,culture,120,4.12,60,0.725,1,1,1,1
Mumbai,Maharashtra,Hanging Gardens,garden,food,480,1.82,55,0.073,1,1,1,0
Lucknow,Uttar Pradesh,Chota Imambara,historic,food,30,0.68,95,0.118,1,0,1,0
Nagpur,Maharashtra,Ramtek Fort Temple,fort,culture,300,4.55,100,0.825,1,1,1,1
Amritsar,Punjab,Partition Museum,museum,nature,300,7.51,115,0.21,1,1,1,1
Nagpur,Maharashtra,Seminary Hill,nature,food,180,11.25,50,0.1,1,1,1,0
Hampi,Karnataka,Hampi Bazaar,historic,explore,30,1.96,80,0.79,1,0,1,1
Ahmedabad,Gujarat,Lothal,historic,culture,30,2.05,140,0.736,1,0,1,1
Pune,Maharashtra,Shaniwar Wada,historic,explore,30,1.79,90,0.971,1,0,1,1
Mumbai,Maharashtra,Chhatrapati Shivaji Maharaj Terminus,historic,relax,180,2.11,70,0.297,1,1,1,1
Ahmedabad,Gujarat,Lothal,historic,nature,120,2.75,175,0.231,1,0,1,0
Pune,Maharashtra,Pune Okayama Friendship Garden,garden,food,480,24.38,90,0.103,0,1,1,0
Srinagar,Jammu and Kashmir,Pari Mahal,historic,explore,480,22.88,80,0.932,1,1,1,1
Kolkata,West Bengal,Indian Museum,museum,adventure,300,8.19,140,0.326,1,1,1,1
Mysuru,Karnataka,Chamundi Hill,nature,food,30,0.68,120,0.062,1,0,1,0
Hampi,Karnataka,Virupaksha Temple,religious,adventure,120,0.55,75,0.184,0,1,1,0
Pune,Maharashtra,Sarasbaug,park,relax,30,1.28,50,0.844,1,0,1,1
Agra,Uttar Pradesh,Agra Fort,fort,food,180,6.94,130,0.249,1,1,1,1
Srinagar,Jammu and Kashmir,Mughal Gardens,garden,adventure,300,3.63,100,0.227,0,1,1,0
Hyderabad,Telangana,Salar Jung Museum,museum,food,60,3.41,115,0.301,0,0,1,0
Nashik,Maharashtra,Nandur Madhameshwar Bird Sanctuary,nature,culture,60,4.04,205,0.239,1,0,1,0
Chennai,Tamil Nadu,Government Museum Chennai,museum,culture,180,2.77,105,0.949,1,1,1,1
Agra,Uttar Pradesh,Taj Mahal,historic,relax,30,1.29,180,0.799,0,0,1,0
Hyderabad,Telangana,Golconda Fort,fort,culture,180,3.07,145,0.805,1,1,1,1
Delhi,Delhi,India Gate,monument,nature,120,2.7,50,0.424,1,1,1,1
Gangtok,Sikkim,Rumtek Monastery,religious,nature,120,6.45,125,0.167,1,0,1,0
Lucknow,Uttar Pradesh,Janeshwar Mishra Park,park,explore,480,20.49,75,0.121,0,1,1,0
Kolkata,West Bengal,St. Paul's Cathedral,religious,culture,300,16.47,70,0.821,1,1,1,1
Varanasi,Uttar Pradesh,Sarnath,historic,relax,30,2.6,150,0.782,1,0,1,1
Mumbai,Maharashtra,Gateway of India,historic,relax,30,2.72,105,0.333,1,0,1,0
Amritsar,Punjab,Sri Harmandir Sahib (Golden Temple),religious,nature,300,17.15,140,0.145,1,1,1,0
Srinagar,Jammu and Kashmir,Shankaracharya Temple,religious,adventure,180,10.62,140,0.724,1,1,1,1
Chennai,Tamil Nadu,Guindy National Park,nature,culture,60,2.54,125,0.217,1,0,1,0
Srinagar,Jammu and Kashmir,Pari Mahal,historic,food,30,1.39,70,0.366,1,0,1,0
Delhi,Delhi,Humayun's Tomb,historic,relax,480,13.8,105,0.804,1,1,1,1
Varanasi,Uttar Pradesh,Sarnath,historic,culture,480,33.1,160,0.968,1,1,1,1
Jaipur,Rajasthan,Hawa Mahal,historic,nature,30,1.42,65,0.453,1,0,1,0
Amritsar,Punjab,Partition Museum,museum,explore,120,7.66,135,0.828,1,0,1,1
Kolkata,West Bengal,Howrah Bridge,monument,nature,60,2.98,50,0.345,1,1,1,1
Udaipur,Rajasthan,Jagdish Temple,religious,explore,180,5.89,65,0.272,1,1,1,1
Ahmedabad,Gujarat,Lothal,historic,culture,120,5.2,165,0.969,1,0,1,1
Hyderabad,Telangana,Salar Jung Museum,museum,culture,120,7.12,115,0.799,1,1,1,1
Nagpur,Maharashtra,Ambazari Lake,nature,adventure,180,11.7,60,0.433,1,1,1,1
Amritsar,Punjab,Wagah Border,monument,relax,30,1.82,190,0.523,1,0,1,0
Mysuru,Karnataka,Chamundi Hill,nature,nature,120,3.39,140,0.908,0,0,1,1
Nagpur,Maharashtra,Deekshabhoomi,monument,nature,120,0.84,55,0.509,1,1,1,1
Pune,Maharashtra,Sarasbaug,park,explore,300,5.88,70,0.275,1,1,1,1
Srinagar,Jammu and Kashmir,Dal Lake,lake,explore,120,4.05,115,0.727,1,1,1,1
Varanasi,Uttar Pradesh,Dashashwamedh Ghat,religious,relax,300,18.08,75,0.938,1,1,1,1
Bengaluru,Karnataka,Cubbon Park,park,adventure,480,24.21,70,0.403,1,1,1,1
Nagpur,Maharashtra,Satpuda Botanical Garden,garden,food,180,0.76,65,0.202,1,1,1,1
Nashik,Maharashtra,Anjaneri Hills,nature,relax,300,8.05,165,0.176,1,1,1,0
Mumbai,Maharashtra,Hanging Gardens,garden,nature,30,2.76,60,0.941,1,0,1,1
Pune,Maharashtra,Sarasbaug,park,culture,180,6.14,50,0.207,1,1,1,1
Mysuru,Karnataka,Chamundi Hill,nature,nature,180,9.58,130,0.962,1,1,1,1
Bengaluru,Karnataka,Cubbon Park,park,relax,480,3.01,85,0.883,1,1,1,1
Mysuru,Karnataka,Mysore Palace,historic,adventure,480,14.26,130,0.272,1,1,1,1
Goa,Goa,Dudhsagar Falls,nature,adventure,30,0.51,205,0.745,0,0,1,0
Lucknow,Uttar Pradesh,Chota Imambara,historic,adventure,60,2.88,100,0.501,1,0,1,0
Mumbai,Maharashtra,Chhatrapati Shivaji Maharaj Terminus,historic,explore,480,21.72,50,0.95,1,1,1,1
Udaipur,Rajasthan,Lake Pichola,lake,explore,300,10.74,95,0.758,1,1,1,1
Gangtok,Sikkim,Banjhakri Falls,nature,relax,180,2.26,115,0.449,1,1,1,1
Chennai,Tamil Nadu,Kapaleeshwarar Temple,religious,food,30,2.57,70,0.073,1,0,1,0
Nagpur,Maharashtra,Deekshabhoomi,monument,food,180,6.49,70,0.386,1,1,1,1
Goa,Goa,Baga Beach,beach,adventure,120,2.04,140,0.514,1,0,1,0
Bengaluru,Karnataka,Cubbon Park,park,nature,300,4.37,60,0.975,1,1,1,1
Mumbai,Maharashtra,Marine Drive,viewpoint,nature,480,27.41,60,0.868,1,1,1,1
Ahmedabad,Gujarat,Kankaria Lake,nature,food,120,5.67,100,0.127,1,1,1,1
Pune,Maharashtra,Shaniwar Wada,historic,food,120,0.67,65,0.122,1,1,1,1
Delhi,Delhi,Lotus Temple,religious,culture,300,7.53,85,0.888,0,1,1,1
Jaipur,Rajasthan,Jal Mahal,viewpoint,relax,180,4.78,55,0.846,0,1,1,1
Agra,Uttar Pradesh,Akbar's Tomb,historic,relax,30,1.61,110,0.496,1,0,1,0
Hampi,Karnataka,Virupaksha Temple,religious,food,300,8.2,85,0.094,1,1,1,0
Hampi,Karnataka,Virupaksha Temple,religious,adventure,480,32.45,80,0.422,1,1,1,1
Amritsar,Punjab,Jallianwala Bagh,historic,relax,120,3.4,80,0.335,1,1,1,1
Darjeeling,West Bengal,Darjeeling Himalayan Railway,historic,explore,300,13.35,125,0.93,1,1,1,1
Varanasi,Uttar Pradesh,Sarnath,historic,culture,120,2.07,160,0.891,1,0,1,1
Ahmedabad,Gujarat,Kankaria Lake,nature,explore,180,7.75,85,0.805,1,1,1,1
Amritsar,Punjab,Jallianwala Bagh,historic,relax,60,3.45,70,0.251,1,0,1,0
Lucknow,Uttar Pradesh,Janeshwar Mishra Park,park,nature,300,17.77,105,0.729,1,1,1,1
Bengaluru,Karnataka,Lalbagh Botanical Garden,garden,food,60,4.26,105,0.072,1,0,1,0
Nagpur,Maharashtra,Ramtek Fort Temple,fort,culture,480,24.62,95,0.812,1,1,1,1
Kolkata,West Bengal,Indian Museum,museum,nature,480,30.12,100,0.4,1,1,1,1
Delhi,Delhi,India Gate,monument,food,60,3.24,60,0.096,1,1,1,0
Nashik,Maharashtra,Pandavleni Caves,historic,adventure,300,18.5,140,0.856,1,1,1,1
Kolkata,West Bengal,St. Paul's Cathedral,religious,relax,60,3.49,60,0.791,1,1,1,1
Bengaluru,Karnataka,Bannerghatta Biological Park,nature,culture,30,2.24,185,0.266,1,0,1,0
Pune,Maharashtra,Raja Dinkar Kelkar Museum,museum,nature,480,17.88,95,0.278,1,1,1,1
Amritsar,Punjab,Wagah Border,monument,food,60,2.47,155,0.311,1,0,1,0
Mysuru,Karnataka,Chamundi Hill,nature,adventure,180,1.42,125,0.831,1,1,1,1
Nashik,Maharashtra,Panchvati,historic,nature,480,16.01,70,0.445,1,1,1,1
Agra,Uttar Pradesh,Agra Fort,fort,explore,300,13.24,120,0.838,1,1,1,1
Delhi,Delhi,Lodhi Garden,garden,nature,60,3.23,85,0.837,1,0,1,1
Amritsar,Punjab,Wagah Border,monument,nature,120,5.73,150,0.265,1,0,1,0
Hampi,Karnataka,Vittala Temple,historic,nature,30,1.33,140,0.179,1,0,1,0
Hampi,Karnataka,Vittala Temple,historic,relax,30,1.39,105,0.393,0,0,1,0
Amritsar,Punjab,Wagah Border,monument,relax,60,4.55,165,0.489,1,0,1,0
Gangtok,Sikkim,Tsomgo Lake,lake,explore,300,9.77,160,0.38,1,1,1,0
Lucknow,Uttar Pradesh,Janeshwar Mishra Park,park,culture,60,2.89,95,0.306,1,0,1,0
Bengaluru,Karnataka,Bannerghatta Biological Park,nature,explore,480,22.91,145,0.881,1,1,1,1
Goa,Goa,Basilica of Bom Jesus,religious,explore,60,1.22,65,0.967,0,0,1,1
Bengaluru,Karnataka,Bannerghatta Biological Park,nature,culture,180,11.06,195,0.381,1,0,1,0
Chennai,Tamil Nadu,Kapaleeshwarar Temple,religious,culture,30,1.75,70,0.971,1,0,1,1
Pune,Maharashtra,Raja Dinkar Kelkar Museum,museum,food,120,2.05,95,0.368,1,1,1,1
Hampi,Karnataka,Hampi Bazaar,historic,adventure,120,0.52,60,0.325,1,1,1,1
Agra,Uttar Pradesh,Taj Mahal,historic,explore,300,14.75,125,0.945,1,1,1,1
Bengaluru,Karnataka,Cubbon Park,park,explore,180,3.51,65,0.414,1,1,1,1
Nashik,Maharashtra,Saptashrungi Temple,religious,nature,300,1.82,175,0.3,1,1,1,1
Ahmedabad,Gujarat,Adalaj Stepwell,historic,explore,30,2.88,60,0.952,0,0,1,0
Ahmedabad,Gujarat,Sidi Saiyyed Mosque,religious,food,60,1.38,65,0.125,1,0,1,0
Goa,Goa,Baga Beach,beach,relax,60,3.03,145,0.802,0,0,1,0
Kolkata,West Bengal,Howrah Bridge,monument,food,180,4.31,45,0.296,1,1,1,0
Udaipur,Rajasthan,Jagdish Temple,religious,nature,60,0.45,65,0.138,0,0,1,0
Jaipur,Rajasthan,Jantar Mantar,museum,relax,180,5.34,110,0.418,1,1,1,1
Darjeeling,West Bengal,Tiger Hill,viewpoint,explore,60,0.95,125,0.912,1,0,1,1
Mysuru,Karnataka,Brindavan Gardens,garden,food,480,9.88,80,0.365,1,1,1,0
Delhi,Delhi,Qutub Minar,historic,culture,180,6.29,140,0.831,0,1,1,1
Bengaluru,Karnataka,Bannerghatta Biological Park,nature,nature,180,6.61,160,0.946,1,1,1,1
Chennai,Tamil Nadu,Guindy National Park,nature,explore,480,1.55,110,0.29,1,1,1,1
Delhi,Delhi,Lodhi Garden,garden,relax,30,1.12,75,0.797,1,0,1,1
Mysuru,Karnataka,Mysuru Zoo,nature,culture,300,3.64,200,0.107,1,1,1,1
Jaipur,Rajasthan,City Palace,historic,explore,30,1.47,130,0.801,1,0,1,1
Darjeeling,West Bengal,Tiger Hill,viewpoint,relax,300,16.52,100,0.295,1,1,1,1
Amritsar,Punjab,Jallianwala Bagh,historic,nature,120,6.26,65,0.35,1,1,1,1
Hampi,Karnataka,Hampi Bazaar,historic,explore,60,0.94,70,0.826,1,0,1,1
Delhi,Delhi,Humayun's Tomb,historic,adventure,30,2.22,85,0.206,1,0,1,0
Bengaluru,Karnataka,Lalbagh Botanical Garden,garden,culture,480,1.16,90,0.406,0,1,1,0
Mumbai,Maharashtra,Juhu Beach,beach,nature,180,10.3,95,0.762,1,1,1,1
Srinagar,Jammu and Kashmir,Dal Lake,lake,explore,180,4.1,120,0.878,1,1,1,1
Hampi,Karnataka,Virupaksha Temple,religious,nature,60,3.96,95,0.328,1,0,1,0
Udaipur,Rajasthan,Lake Pichola,lake,adventure,300,4.05,100,0.348,1,1,1,1
Amritsar,Punjab,Wagah Border,monument,adventure,480,32.02,200,0.497,1,1,1,1
Nashik,Maharashtra,Nandur Madhameshwar Bird Sanctuary,nature,relax,300,3.44,160,0.942,0,1,1,1
Agra,Uttar Pradesh,Akbar's Tomb,historic,food,30,2.62,105,0.186,1,0,1,0
Nagpur,Maharashtra,Seminary Hill,nature,culture,60,2.58,50,0.417,1,1,1,1
Jaipur,Rajasthan,Jal Mahal,viewpoint,adventure,30,1.8,45,0.163,1,0,1,0
Delhi,Delhi,India Gate,monument,food,120,1.83,65,0.162,1,1,1,1
Nashik,Maharashtra,Pandavleni Caves,historic,culture,60,3.08,125,0.891,1,0,1,1
Nashik,Maharashtra,Saptashrungi Temple,religious,culture,60,1.16,125,0.947,1,0,1,1
Jaipur,Rajasthan,Hawa Mahal,historic,adventure,60,3.47,70,0.271,1,0,1,0
Jaipur,Rajasthan,Hawa Mahal,historic,relax,180,7.45,65,0.446,0,1,1,1
Udaipur,Rajasthan,City Palace Udaipur,historic,relax,480,8.45,155,0.135,0,1,1,0
Nashik,Maharashtra,Panchvati,historic,nature,120,6.68,75,0.379,1,1,1,1
Nashik,Maharashtra,Anjaneri Hills,nature,culture,180,6.1,155,0.126,0,1,1,0
Gangtok,Sikkim,Tsomgo Lake,lake,food,30,2.43,195,0.212,1,0,1,0
Bengaluru,Karnataka,Lalbagh Botanical Garden,garden,nature,120,3.61,90,0.774,1,1,1,1
Delhi,Delhi,Lodhi Garden,garden,relax,300,18.77,70,0.827,1,1,1,1
Hyderabad,Telangana,Hussain Sagar Lake,nature,culture,480,0.46,75,0.219,0,1,1,0
Jaipur,Rajasthan,Hawa Mahal,historic,food,300,9.51,70,0.135,1,1,1,1
Amritsar,Punjab,Wagah Border,monument,food,30,2.26,195,0.111,1,0,1,0
Hampi,Karnataka,Vittala Temple,historic,relax,120,3.05,105,0.125,1,1,1,1
Mumbai,Maharashtra,Hanging Gardens,garden,nature,120,1.86,50,0.961,1,1,1,1
Nagpur,Maharashtra,Deekshabhoomi,monument,culture,120,4.01,65,0.854,1,1,1,1
Darjeeling,West Bengal,Padmaja Naidu Himalayan Zoological Park,nature,explore,120,3.66,170,0.871,1,0,1,1
Hyderabad,Telangana,Qutb Shahi Tombs,historic,food,30,2.17,90,0.122,1,0,1,0
Jaipur,Rajasthan,City Palace,historic,relax,60,2.36,130,0.141,1,0,1,0
Hyderabad,Telangana,Golconda Fort,fort,nature,300,14.45,165,0.428,1,1,1,1
Nagpur,Maharashtra,Ramtek Fort Temple,fort,relax,120,2.64,135,0.35,1,0,1,0
Mumbai,Maharashtra,Hanging Gardens,garden,nature,480,25.34,70,0.923,1,1,1,1
Nagpur,Maharashtra,Ambazari Lake,nature,nature,120,4.18,75,0.727,1,1,1,1
Darjeeling,West Bengal,Happy Valley Tea Estate,nature,nature,180,1.71,75,0.852,1,1,1,1
Darjeeling,West Bengal,Tiger Hill,viewpoint,adventure,480,8.33,125,0.72,1,1,1,1
Lucknow,Uttar Pradesh,Chota Imambara,historic,explore,120,1.27,105,0.828,1,1,1,1
Nashik,Maharashtra,Anjaneri Hills,nature,culture,480,19.55,195,0.392,1,1,1,1
Pune,Maharashtra,Pune Okayama Friendship Garden,garden,nature,180,3.73,70,0.788,1,1,1,1
Pune,Maharashtra,Shaniwar Wada,historic,explore,300,5.97,70,0.947,0,1,1,1
Amritsar,Punjab,Sri Harmandir Sahib (Golden Temple),religious,relax,180,5.82,110,0.934,1,1,1,1
Udaipur,Rajasthan,Jagdish Temple,religious,food,60,2.0,50,0.156,1,1,1,1
Udaipur,Rajasthan,City Palace Udaipur,historic,adventure,120,6.28,130,0.414,1,0,1,0
Udaipur,Rajasthan,Lake Pichola,lake,food,300,2.58,110,0.166,1,1,1,1
Mumbai,Maharashtra,Gateway of India,historic,nature,300,3.15,85,0.535,1,1,1,1
Lucknow,Uttar Pradesh,Bara Imambara,historic,relax,120,2.16,140,0.374,1,0,1,0
Delhi,Delhi,Humayun's Tomb,historic,culture,60,1.14,85,0.807,1,0,1,1
Delhi,Delhi,India Gate,monument,explore,30,2.79,55,0.948,1,0,1,1
Nagpur,Maharashtra,Khindsi Lake,nature,explore,480,34.55,105,0.518,1,1,1,1
Jaipur,Rajasthan,Jal Mahal,viewpoint,food,60,1.61,40,0.136,1,1,1,1
Jaipur,Rajasthan,Hawa Mahal,historic,nature,300,10.76,50,0.194,1,1,1,1
Mumbai,Maharashtra,Marine Drive,viewpoint,relax,300,15.26,55,0.972,1,1,1,1
Mysuru,Karnataka,Brindavan Gardens,garden,adventure,180,2.83,105,0.346,1,1,1,1
Varanasi,Uttar Pradesh,Assi Ghat,religious,nature,480,8.88,75,0.274,1,1,1,1
Mysuru,Karnataka,Mysuru Zoo,nature,adventure,300,2.37,185,0.539,1,1,1,1
Kolkata,West Bengal,St. Paul's Cathedral,religious,nature,60,3.5,70,0.236,1,0,1,0
Mysuru,Karnataka,Brindavan Gardens,garden,explore,300,3.64,105,0.17,1,1,1,1
Hampi,Karnataka,Matanga Hill,nature,explore,180,8.12,105,0.907,1,1,1,1
Ahmedabad,Gujarat,Lothal,historic,nature,60,1.15,130,0.352,1,0,1,0
Mysuru,Karnataka,Brindavan Gardens,garden,adventure,120,0.52,95,0.192,1,1,1,0
Delhi,Delhi,Lotus Temple,religious,food,180,2.59,80,0.214,0,1,1,0
Nagpur,Maharashtra,Ramtek Fort Temple,fort,nature,180,5.61,105,0.415,1,1,1,1
Nagpur,Maharashtra,Ambazari Lake,nature,food,180,8.04,70,0.104,1,1,1,0
Bengaluru,Karnataka,Bangalore Palace,historic,culture,480,10.86,105,0.827,1,1,1,1
Ahmedabad,Gujarat,Sabarmati Ashram,historic,explore,30,1.04,75,0.157,1,0,1,0
Goa,Goa,Fort Aguada,fort,adventure,60,4.21,105,0.794,1,0,1,1
Ahmedabad,Gujarat,Sabarmati Ashram,historic,culture,180,0.44,90,0.818,1,1,1,1
Kolkata,West Bengal,Indian Museum,museum,relax,60,1.01,115,0.492,1,0,1,0
Jaipur,Rajasthan,Hawa Mahal,historic,food,120,2.25,60,0.128,0,1,1,0
Srinagar,Jammu and Kashmir,Pari Mahal,historic,culture,180,11.79,60,0.792,1,1,1,1
Nashik,Maharashtra,Saptashrungi Temple,religious,food,300,4.75,120,0.379,0,1,1,0
Mumbai,Maharashtra,Gateway of India,historic,explore,120,5.35,105,0.838,1,1,1,1
Nagpur,Maharashtra,Ramtek Fort Temple,fort,adventure,60,3.18,100,0.737,0,0,1,1
Chennai,Tamil Nadu,Marina Beach,beach,relax,120,1.11,105,0.808,1,1,1,1
Amritsar,Punjab,Partition Museum,museum,relax,120,6.73,145,0.383,1,0,1,0
Hyderabad,Telangana,Golconda Fort,fort,culture,480,10.89,130,0.896,0,1,1,1
Nagpur,Maharashtra,Ramtek Fort Temple,fort,relax,480,2.81,120,0.136,1,1,1,1
Jaipur,Rajasthan,City Palace,historic,food,480,19.66,100,0.259,1,1,1,1
Jaipur,Rajasthan,Amber Fort,fort,explore,120,5.31,165,0.895,1,0,1,1
Ahmedabad,Gujarat,Lothal,historic,food,300,4.31,145,0.074,1,1,1,1
Hyderabad,Telangana,Salar Jung Museum,museum,food,300,6.79,120,0.321,1,1,1,1
Delhi,Delhi,Qutub Minar,historic,food,480,21.25,110,0.351,1,1,1,0
Amritsar,Punjab,Sri Harmandir Sahib (Golden Temple),religious,relax,60,4.84,120,0.924,1,0,1,1
Pune,Maharashtra,Sarasbaug,park,relax,180,2.04,50,0.899,0,1,1,1
Goa,Goa,Basilica of Bom Jesus,religious,relax,180,10.86,65,0.111,1,1,1,1
Ahmedabad,Gujarat,Sabarmati Ashram,historic,adventure,300,17.91,105,0.514,1,1,1,1
Mumbai,Maharashtra,Marine Drive,viewpoint,culture,60,3.3,55,0.139,0,1,1,0
Nagpur,Maharashtra,Seminary Hill,nature,relax,30,1.24,50,0.875,1,0,1,1
Mumbai,Maharashtra,Marine Drive,viewpoint,food,480,1.95,60,0.397,1,1,1,1
Udaipur,Rajasthan,Saheliyon-ki-Bari,garden,food,300,8.18,80,0.165,1,1,1,0
Hampi,Karnataka,Vittala Temple,historic,food,180,2.3,130,0.077,1,1,1,1
Udaipur,Rajasthan,City Palace Udaipur,historic,food,60,3.46,155,0.28,1,0,1,0
Nashik,Maharashtra,Panchvati,historic,culture,120,5.19,75,0.831,1,1,1,1
Ahmedabad,Gujarat,Sidi Saiyyed Mosque,religious,nature,60,4.64,55,0.493,1,1,1,1
Delhi,Delhi,Red Fort,historic,culture,120,2.91,105,0.789,1,1,1,1
Hyderabad,Telangana,Charminar,historic,relax,480,15.27,90,0.151,1,1,1,0
Hyderabad,Telangana,Salar Jung Museum,museum,culture,30,1.88,105,0.908,0,0,1,0
Nashik,Maharashtra,Panchvati,historic,food,180,4.96,85,0.291,1,1,1,1
Amritsar,Punjab,Partition Museum,museum,food,300,4.72,115,0.072,1,1,1,0
Bengaluru,Karnataka,Bangalore Palace,historic,explore,60,0.5,80,0.882,1,0,1,1
Lucknow,Uttar Pradesh,Chota Imambara,historic,explore,60,3.56,100,0.737,1,0,1,1
Mysuru,Karnataka,Mysuru Zoo,nature,explore,120,7.4,195,0.784,1,0,1,1
Srinagar,Jammu and Kashmir,Pari Mahal,historic,nature,60,3.21,65,0.324,1,0,1,0
Pune,Maharashtra,Aga Khan Palace,historic,adventure,480,3.83,80,0.29,1,1,1,1
Srinagar,Jammu and Kashmir,Mughal Gardens,garden,nature,60,3.01,95,0.974,1,0,1,1
Nagpur,Maharashtra,Khindsi Lake,nature,adventure,300,4.04,80,0.374,1,1,1,1
Agra,Uttar Pradesh,Itmad-ud-Daulah's Tomb,historic,relax,480,11.75,75,0.358,1,1,1,1
Goa,Goa,Baga Beach,beach,explore,480,14.43,135,0.867,1,1,1,1
Mumbai,Maharashtra,Juhu Beach,beach,nature,300,5.38,105,0.838,1,1,1,1
Mysuru,Karnataka,Mysore Palace,historic,culture,180,9.52,100,0.927,1,1,1,1
Bengaluru,Karnataka,Lalbagh Botanical Garden,garden,food,30,0.45,80,0.339,1,0,1,0
Udaipur,Rajasthan,Lake Pichola,lake,culture,180,11.15,105,0.448,1,1,1,1
Gangtok,Sikkim,Banjhakri Falls,nature,nature,480,3.4,135,0.761,1,1,1,1
Nashik,Maharashtra,Anjaneri Hills,nature,explore,60,4.98,150,0.472,1,0,1,0
Amritsar,Punjab,Sri Harmandir Sahib (Golden Temple),religious,food,180,10.37,115,0.109,1,1,1,1
Hampi,Karnataka,Matanga Hill,nature,culture,60,1.85,130,0.285,1,0,1,0
Agra,Uttar Pradesh,Agra Fort,fort,explore,120,4.32,115,0.823,1,1,1,1
Nashik,Maharashtra,Saptashrungi Temple,religious,adventure,480,14.74,150,0.803,0,1,1,1
Lucknow,Uttar Pradesh,Chota Imambara,historic,explore,180,11.88,95,0.903,1,1,1,1
Bengaluru,Karnataka,Vidhana Soudha,monument,food,30,0.76,40,0.26,1,0,1,0
Hyderabad,Telangana,Golconda Fort,fort,explore,300,11.91,120,0.901,1,1,1,1
Chennai,Tamil Nadu,Kapaleeshwarar Temple,religious,explore,60,1.06,65,0.407,1,0,1,0
Mumbai,Maharashtra,Hanging Gardens,garden,culture,60,1.48,65,0.486,0,0,1,0
Gangtok,Sikkim,Tashi View Point,viewpoint,nature,300,6.79,50,0.764,1,1,1,1
Gangtok,Sikkim,Rumtek Monastery,religious,explore,180,11.01,105,0.494,1,1,1,1
Lucknow,Uttar Pradesh,Janeshwar Mishra Park,park,relax,300,12.74,85,0.925,0,1,1,1
Chennai,Tamil Nadu,Marina Beach,beach,adventure,120,1.19,75,0.385,1,1,1,1
Udaipur,Rajasthan,Jagdish Temple,religious,culture,480,8.53,50,0.734,1,1,1,1
Delhi,Delhi,Humayun's Tomb,historic,nature,120,5.85,80,0.441,1,1,1,1
Lucknow,Uttar Pradesh,Janeshwar Mishra Park,park,relax,30,1.68,105,0.897,1,0,1,1
Mumbai,Maharashtra,Elephanta Caves,historic,nature,300,10.92,145,0.159,1,1,1,1
Jaipur,Rajasthan,Hawa Mahal,historic,culture,480,11.56,70,0.798,1,1,1,1
Delhi,Delhi,Humayun's Tomb,historic,culture,120,7.39,75,0.722,1,1,1,1
Nagpur,Maharashtra,Seminary Hill,nature,explore,180,11.86,70,0.514,1,1,1,1
Darjeeling,West Bengal,Happy Valley Tea Estate,nature,nature,300,14.13,85,0.729,1,1,1,1
Nashik,Maharashtra,Nandur Madhameshwar Bird Sanctuary,nature,food,30,1.6,190,0.372,1,0,1,0
Mumbai,Maharashtra,Elephanta Caves,historic,relax,30,2.39,175,0.506,1,0,1,0
Pune,Maharashtra,Sinhagad Fort,fort,explore,60,4.8,155,0.189,1,0,1,0
Goa,Goa,Baga Beach,beach,adventure,30,2.04,140,0.122,1,0,1,0
Darjeeling,West Bengal,Padmaja Naidu Himalayan Zoological Park,nature,food,300,19.86,150,0.196,1,1,1,1
Delhi,Delhi,Lotus Temple,religious,explore,300,8.98,70,0.445,1,1,1,1
Hampi,Karnataka,Vittala Temple,historic,culture,120,1.17,95,0.812,1,1,1,1
Hampi,Karnataka,Matanga Hill,nature,culture,180,9.81,120,0.443,1,1,1,1
Goa,Goa,Basilica of Bom Jesus,religious,nature,180,9.52,90,0.166,1,1,1,1
Delhi,Delhi,Lotus Temple,religious,adventure,60,3.15,80,0.407,1,0,1,0
Goa,Goa,Baga Beach,beach,relax,300,10.44,135,0.9,1,1,1,1
Kolkata,West Bengal,Indian Museum,museum,nature,180,6.81,105,0.405,1,1,1,1
Jaipur,Rajasthan,Jantar Mantar,museum,culture,60,4.6,105,0.889,0,0,1,1
Srinagar,Jammu and Kashmir,Pari Mahal,historic,relax,180,5.46,70,0.948,1,1,1,1
Mumbai,Maharashtra,Marine Drive,viewpoint,explore,300,13.42,60,0.932,1,1,1,1
Mysuru,Karnataka,Mysuru Zoo,nature,adventure,30,1.13,210,0.236,1,0,1,0
Lucknow,Uttar Pradesh,Janeshwar Mishra Park,park,nature,60,4.9,85,0.78,0,0,1,1
Nashik,Maharashtra,Saptashrungi Temple,religious,nature,30,1.34,165,0.193,1,0,1,0
Nagpur,Maharashtra,Ambazari Lake,nature,nature,300,0.9,80,0.739,1,1,1,1
Darjeeling,West Bengal,Darjeeling Himalayan Railway,historic,nature,180,4.06,120,0.5,1,1,1,1
Mysuru,Karnataka,Chamundi Hill,nature,nature,60,3.44,105,0.861,0,0,1,0
